transaction_id,txn_date,amount,party_name,gstin,category,invoice_number,is_tds_deducted,is_anomaly
TXN-2025-00019,2025-03-29,6461.27,Reliance Industries Ltd,27BBBBB2679F2Z7,HSN 5208,INV/2025/66985,True,0
TXN-2025-00020,2025-02-10,120000.0,Aggarwal Auto Components,07AAAAA6881C5Z1,SAC 9983,INV/2025/44522,False,1
TXN-2025-00021,2025-05-09,43153.51,Apex Packaging Solutions,09CCCCC3664C6Z4,HSN 7208,INV/2025/76542,True,0
TXN-2025-00022,2025-01-28,11152.05,Bharat Petroleum Dealer,09CCCCC2169F3Z9,SAC 9965,INV/2025/49117,True,0
TXN-2025-00023,2025-06-13,1500000.0,Delhi Distribution Network,19DDDDD9785A7Z2,SAC 9983,INV/2025/36071,True,1
TXN-2025-00024,2025-02-09,4273.56,Verma Stationery Traders,27BBBBB7924C5Z3,HSN 4819,INV/2025/31174,True,0
TXN-2025-00025,2025-05-19,8642.9,Apex Packaging Solutions,09CCCCC3664C6Z4,SAC 9983,INV/2025/10074,True,0
TXN-2025-00026,2025-06-03,14599.43,Verma Stationery Traders,27BBBBB7924C5Z3,HSN 2710,INV/2025/12552,True,0
TXN-2025-00027,2025-01-29,5319.88,Chawla IT Services,27BBBBB3677P7Z5,HSN 5208,INV/2025/50306,True,0
TXN-2025-00028,2025-03-03,18043.82,Tata Consultancy Services Ltd,07AAAAA1409C4Z4,HSN 7208,INV/2025/84364,True,0
TXN-2025-00029,2025-01-21,8262.55,Reliance Industries Ltd,27BBBBB2679F2Z7,SAC 9965,INV/2025/73699,True,0
TXN-2025-00030,2025-01-18,10579.2,Apex Packaging Solutions,09CCCCC3664C6Z4,SAC 9983,INV/2025/26483,True,0
TXN-2025-00031,2025-02-02,8255.5,Kapur Electronics,07AAAAA1750B5Z2,HSN 2710,INV/2025/82063,True,0
TXN-2025-00032,2025-02-12,58795.61,Gupta Steel & Hardware Corp,19DDDDD4611P5Z1,SAC 9983,INV/2025/89507,True,0
TXN-2025-00033,2025-04-19,13216.25,Sharma Logistics & Freight,33EEEEE1434F4Z9,SAC 9983,INV/2025/36365,True,0
TXN-2025-00034,2025-03-21,5732.07,Mehta Tech Solutions LLP,27BBBBB6514A2Z7,SAC 9965,INV/2025/95180,True,0
TXN-2025-00035,2025-04-06,25797.58,Aggarwal Auto Components,07AAAAA6881C5Z1,SAC 9983,INV/2025/69177,True,0
TXN-2025-00036,2025-01-31,5030.75,Sharma Logistics & Freight,33EEEEE1434F4Z9,HSN 7208,INV/2025/18392,True,0
TXN-2025-00037,2025-03-28,15789.35,Tata Consultancy Services Ltd,07AAAAA1409C4Z4,SAC 9983,INV/2025/82603,True,0
TXN-2025-00038,2025-02-28,2785.73,Global Enterprises,33EEEEE5803F6Z4,HSN 7208,INV/2025/10942,True,0
TXN-2025-00039,2025-01-19,4616.77,Singhania Textiles Pvt Ltd,27BBBBB2654P5Z8,SAC 9965,INV/2025/17716,True,0
TXN-2025-00040,2025-02-28,15638.47,Reliance Industries Ltd,27BBBBB2679F2Z7,HSN 8471,INV/2025/53309,True,0
TXN-2025-00041,2025-01-19,24119.44,Delhi Distribution Network,19DDDDD9785A7Z2,HSN 7208,INV/2025/46500,True,0
TXN-2025-00042,2025-06-21,15322.76,Aggarwal Auto Components,07AAAAA6881C5Z1,HSN 7208,INV/2025/80678,True,0
TXN-2025-00043,2025-02-03,12179.16,Singhania Textiles Pvt Ltd,27BBBBB2654P5Z8,SAC 9983,INV/2025/85525,True,0
TXN-2025-00044,2025-05-02,10499.86,Sharma Logistics & Freight,33EEEEE1434F4Z9,HSN 4819,INV/2025/71993,True,0
TXN-2025-00045,2025-04-15,4093.61,Sharma Logistics & Freight,33EEEEE1434F4Z9,HSN 8471,INV/2025/22704,True,0
TXN-2025-00046,2025-06-18,7511.01,Mehta Tech Solutions LLP,27BBBBB6514A2Z7,HSN 5208,INV/2025/65519,True,0
TXN-2025-00047,2025-04-16,9241.77,Aggarwal Auto Components,07AAAAA6881C5Z1,HSN 4819,INV/2025/17100,True,0
TXN-2025-00048,2025-06-22,31122.86,Kapur Electronics,07AAAAA1750B5Z2,SAC 9965,INV/2025/22899,True,0
TXN-2025-00049,2025-01-16,17586.64,Mehta Tech Solutions LLP,27BBBBB6514A2Z7,SAC 9965,INV/2025/54473,True,0
TXN-2025-00050,2025-01-28,3260.28,Sharma Logistics & Freight,33EEEEE1434F4Z9,HSN 7208,INV/2025/34931,True,0
TXN-2025-00051,2025-05-18,17313.94,Aggarwal Auto Components,07AAAAA6881C5Z1,HSN 7208,INV/2025/65296,True,0
TXN-2025-00052,2025-02-16,9817.62,Gupta Steel & Hardware Corp,19DDDDD4611P5Z1,HSN 2710,INV/2025/42742,True,0
TXN-2025-00053,2025-01-20,7773.4,Aggarwal Auto Components,07AAAAA6881C5Z1,HSN 4819,INV/2025/82132,True,0
TXN-2025-00054,2025-01-26,21792.93,Tata Consultancy Services Ltd,07AAAAA1409C4Z4,SAC 9965,INV/2025/80855,True,0
TXN-2025-00055,2025-01-04,30479.2,Reliance Industries Ltd,27BBBBB2679F2Z7,HSN 4819,INV/2025/40982,True,0
TXN-2025-00056,2025-02-12,28142.16,Mehta Tech Solutions LLP,27BBBBB6514A2Z7,HSN 2710,INV/2025/73092,True,0
TXN-2025-00057,2025-02-24,6826.9,Bharat Petroleum Dealer,09CCCCC2169F3Z9,HSN 2710,INV/2025/17685,True,0
TXN-2025-00058,2025-02-12,10431.97,Mehta Tech Solutions LLP,27BBBBB6514A2Z7,HSN 8471,INV/2025/61173,True,0
TXN-2025-00059,2025-03-09,17413.67,Chawla IT Services,27BBBBB3677P7Z5,HSN 4819,INV/2025/69638,True,0
TXN-2025-00060,2025-03-15,29156.59,Mehta Tech Solutions LLP,27BBBBB6514A2Z7,SAC 9965,INV/2025/82845,True,0
TXN-2025-00061,2025-06-19,9105.74,Singhania Textiles Pvt Ltd,27BBBBB2654P5Z8,HSN 2710,INV/2025/30289,True,0
TXN-2025-00062,2025-02-18,11515.77,Gupta Steel & Hardware Corp,19DDDDD4611P5Z1,HSN 7208,INV/2025/17665,True,0
TXN-2025-00063,2025-05-29,5513.37,Singhania Textiles Pvt Ltd,27BBBBB2654P5Z8,SAC 9983,INV/2025/17989,True,0
TXN-2025-00064,2025-03-22,5130.89,Tata Consultancy Services Ltd,07AAAAA1409C4Z4,HSN 8471,INV/2025/86569,True,0
TXN-2025-00065,2025-05-03,25591.63,Delhi Distribution Network,19DDDDD9785A7Z2,HSN 4819,INV/2025/79615,True,0
TXN-2025-00066,2025-02-10,39536.99,Tata Consultancy Services Ltd,07AAAAA1409C4Z4,SAC 9983,INV/2025/20500,True,0
TXN-2025-00067,2025-02-17,12611.85,Reliance Industries Ltd,27BBBBB2679F2Z7,SAC 9983,INV/2025/18907,True,0
TXN-2025-00068,2025-06-22,250000.0,Bharat Petroleum Dealer,09CCCCC2169F3Z9,CASH PAYMENT,INV/2025/62923,True,1
TXN-2025-00069,2025-01-31,17841.97,Chawla IT Services,27BBBBB3677P7Z5,SAC 9983,INV/2025/42271,True,0
TXN-2025-00070,2025-05-29,7973.7,Global Enterprises,33EEEEE5803F6Z4,HSN 8471,INV/2025/91183,True,0
TXN-2025-00071,2025-01-21,17838.54,Mehta Tech Solutions LLP,27BBBBB6514A2Z7,SAC 9965,INV/2025/86503,True,0
TXN-2025-00072,2025-05-25,45726.32,Delhi Distribution Network,19DDDDD9785A7Z2,HSN 5208,INV/2025/44179,True,0
TXN-2025-00073,2025-02-22,12982.26,Kapur Electronics,07AAAAA1750B5Z2,SAC 9965,INV/2025/51180,True,0
TXN-2025-00074,2025-03-03,46710.06,Gupta Steel & Hardware Corp,19DDDDD4611P5Z1,HSN 2710,INV/2025/27154,True,0
TXN-2025-00075,2025-06-21,1642.88,Kapur Electronics,07AAAAA1750B5Z2,HSN 5208,INV/2025/69929,True,0
TXN-2025-00076,2025-03-22,25784.32,Chawla IT Services,27BBBBB3677P7Z5,HSN 4819,INV/2025/19508,True,0
TXN-2025-00077,2025-01-03,14323.23,Aggarwal Auto Components,07AAAAA6881C5Z1,SAC 9983,INV/2025/83792,True,0
TXN-2025-00078,2025-01-26,10517.48,Reliance Industries Ltd,27BBBBB2679F2Z7,SAC 9983,INV/2025/37938,True,0
TXN-2025-00079,2025-05-10,14377.34,Gupta Steel & Hardware Corp,07INVALIDGSTIN12,HSN 7208,INV/2025/55745,True,1
TXN-2025-00080,2025-01-18,2724.24,Chawla IT Services,27BBBBB3677P7Z5,HSN 7208,INV/2025/58434,True,0
TXN-2025-00081,2025-03-14,11206.65,Infosys Limited,07AAAAA1488A4Z4,HSN 2710,INV/2025/81200,True,0
TXN-2025-00082,2025-06-30,17777.52,Gupta Steel & Hardware Corp,19DDDDD4611P5Z1,SAC 9983,INV/2025/95717,True,0
TXN-2025-00083,2025-05-16,43578.33,Tata Consultancy Services Ltd,07AAAAA1409C4Z4,SAC 9965,INV/2025/82692,True,0
TXN-2025-00084,2025-05-10,8825.35,Chawla IT Services,07INVALIDGSTIN12,SAC 9965,INV/2025/55745,True,1
TXN-2025-00085,2025-02-04,250000.0,Gupta Steel & Hardware Corp,19DDDDD4611P5Z1,CASH PAYMENT,INV/2025/24029,True,1
TXN-2025-00086,2025-05-22,8942.71,Infosys Limited,07AAAAA1488A4Z4,HSN 5208,INV/2025/46930,True,0
TXN-2025-00087,2025-06-04,27786.95,Sharma Logistics & Freight,33EEEEE1434F4Z9,SAC 9965,INV/2025/54942,True,0
TXN-2025-00088,2025-02-22,17378.71,Kapur Electronics,07AAAAA1750B5Z2,SAC 9965,INV/2025/44600,True,0
TXN-2025-00089,2025-05-10,8744.6,Aggarwal Auto Components,07AAAAA6881C5Z1,HSN 5208,INV/2025/16658,True,0
TXN-2025-00090,2025-01-24,20143.04,Kapur Electronics,07AAAAA1750B5Z2,HSN 2710,INV/2025/46265,True,0
TXN-2025-00091,2025-01-12,14438.62,Tata Consultancy Services Ltd,07AAAAA1409C4Z4,HSN 5208,INV/2025/27146,True,0
TXN-2025-00092,2025-06-13,28996.08,Gupta Steel & Hardware Corp,19DDDDD4611P5Z1,HSN 7208,INV/2025/67912,True,0
TXN-2025-00093,2025-05-22,250000.0,Singhania Textiles Pvt Ltd,27BBBBB2654P5Z8,CASH PAYMENT,INV/2025/83519,True,1
TXN-2025-00094,2025-01-03,10279.12,Reliance Industries Ltd,27BBBBB2679F2Z7,HSN 8471,INV/2025/29536,True,0
TXN-2025-00095,2025-05-20,9762.59,Tata Consultancy Services Ltd,07AAAAA1409C4Z4,HSN 4819,INV/2025/58393,True,0
TXN-2025-00096,2025-05-30,4143.05,Delhi Distribution Network,19DDDDD9785A7Z2,HSN 7208,INV/2025/66333,True,0
TXN-2025-00097,2025-02-02,16930.91,Tata Consultancy Services Ltd,07AAAAA1409C4Z4,HSN 5208,INV/2025/57795,True,0
TXN-2025-00098,2025-01-11,16462.56,Chawla IT Services,27BBBBB3677P7Z5,HSN 5208,INV/2025/37535,True,0
TXN-2025-00099,2025-06-24,13414.49,Sharma Logistics & Freight,33EEEEE1434F4Z9,SAC 9965,INV/2025/23473,True,0
TXN-2025-00100,2025-04-01,11073.72,Apex Packaging Solutions,09CCCCC3664C6Z4,SAC 9983,INV/2025/63264,True,0
TXN-2025-00101,2025-06-08,4305.74,Singhania Textiles Pvt Ltd,27BBBBB2654P5Z8,HSN 7208,INV/2025/41029,True,0
TXN-2025-00102,2025-02-11,9542.24,Apex Packaging Solutions,09CCCCC3664C6Z4,HSN 4819,INV/2025/33206,True,0
TXN-2025-00103,2025-04-16,10156.09,Tata Consultancy Services Ltd,07AAAAA1409C4Z4,HSN 7208,INV/2025/53540,True,0
TXN-2025-00104,2025-04-16,7031.66,Apex Packaging Solutions,09CCCCC3664C6Z4,SAC 9965,INV/2025/42527,True,0
TXN-2025-00105,2025-03-10,11742.52,Infosys Limited,07AAAAA1488A4Z4,HSN 4819,INV/2025/24168,True,0
TXN-2025-00106,2025-04-08,18457.77,Bharat Petroleum Dealer,09CCCCC2169F3Z9,HSN 8471,INV/2025/71694,True,0
TXN-2025-00107,2025-02-26,60412.34,Sharma Logistics & Freight,33EEEEE1434F4Z9,HSN 4819,INV/2025/70332,True,0
TXN-2025-00108,2025-03-31,15362.15,Gupta Steel & Hardware Corp,19DDDDD4611P5Z1,HSN 4819,INV/2025/39831,True,0
TXN-2025-00109,2025-02-27,16416.47,Tata Consultancy Services Ltd,07AAAAA1409C4Z4,SAC 9965,INV/2025/35313,True,0
TXN-2025-00110,2025-04-13,12587.3,Verma Stationery Traders,27BBBBB7924C5Z3,HSN 5208,INV/2025/19099,True,0
TXN-2025-00111,2025-03-13,2878.38,Verma Stationery Traders,27BBBBB7924C5Z3,SAC 9965,INV/2025/76768,True,0
TXN-2025-00112,2025-04-13,13079.34,Kapur Electronics,07AAAAA1750B5Z2,HSN 4819,INV/2025/80282,True,0
TXN-2025-00113,2025-03-26,14019.22,Tata Consultancy Services Ltd,07AAAAA1409C4Z4,HSN 8471,INV/2025/44237,True,0
TXN-2025-00114,2025-02-15,95855.17,Global Enterprises,33EEEEE5803F6Z4,HSN 5208,INV/2025/15014,True,0
TXN-2025-00115,2025-01-28,11454.19,Global Enterprises,33EEEEE5803F6Z4,HSN 2710,INV/2025/55309,True,0
TXN-2025-00116,2025-03-22,17004.58,Mehta Tech Solutions LLP,27BBBBB6514A2Z7,SAC 9983,INV/2025/77033,True,0
TXN-2025-00117,2025-01-30,12993.84,Mehta Tech Solutions LLP,27BBBBB6514A2Z7,SAC 9983,INV/2025/34914,True,0
TXN-2025-00118,2025-03-07,5245.14,Tata Consultancy Services Ltd,07AAAAA1409C4Z4,SAC 9965,INV/2025/67154,True,0
TXN-2025-00119,2025-01-01,33331.5,Delhi Distribution Network,19DDDDD9785A7Z2,HSN 4819,INV/2025/80575,True,0
TXN-2025-00120,2025-06-25,24380.68,Singhania Textiles Pvt Ltd,27BBBBB2654P5Z8,SAC 9965,INV/2025/97900,True,0
TXN-2025-00121,2025-02-20,25155.34,Verma Stationery Traders,27BBBBB7924C5Z3,HSN 2710,INV/2025/19171,True,0
TXN-2025-00122,2025-06-20,6454.22,Chawla IT Services,27BBBBB3677P7Z5,HSN 5208,INV/2025/91678,True,0
TXN-2025-00123,2025-03-22,41037.25,Kapur Electronics,07AAAAA1750B5Z2,HSN 4819,INV/2025/26334,True,0
TXN-2025-00124,2025-03-18,4352.56,Delhi Distribution Network,19DDDDD9785A7Z2,HSN 5208,INV/2025/97410,True,0
TXN-2025-00125,2025-04-15,21364.49,Verma Stationery Traders,27BBBBB7924C5Z3,HSN 2710,INV/2025/48752,True,0
TXN-2025-00126,2025-05-22,77061.92,Infosys Limited,07AAAAA1488A4Z4,HSN 7208,INV/2025/65108,True,0
TXN-2025-00127,2025-06-20,6048.53,Mehta Tech Solutions LLP,27BBBBB6514A2Z7,SAC 9965,INV/2025/32810,True,0
TXN-2025-00128,2025-06-07,8492.7,Global Enterprises,33EEEEE5803F6Z4,HSN 5208,INV/2025/63225,True,0
TXN-2025-00129,2025-05-21,14468.38,Bharat Petroleum Dealer,09CCCCC2169F3Z9,HSN 8471,INV/2025/49829,True,0
TXN-2025-00130,2025-03-15,8930.43,Sharma Logistics & Freight,33EEEEE1434F4Z9,HSN 2710,INV/2025/86019,True,0
TXN-2025-00131,2025-06-05,3864.04,Kapur Electronics,07AAAAA1750B5Z2,HSN 5208,INV/2025/70946,True,0
TXN-2025-00132,2025-04-24,14112.98,Aggarwal Auto Components,07AAAAA6881C5Z1,SAC 9965,INV/2025/38010,True,0
TXN-2025-00133,2025-05-11,5711.04,Aggarwal Auto Components,07AAAAA6881C5Z1,HSN 4819,INV/2025/32241,True,0
TXN-2025-00134,2025-06-18,19513.74,Reliance Industries Ltd,27BBBBB2679F2Z7,HSN 5208,INV/2025/77561,True,0
TXN-2025-00135,2025-06-19,6402.61,Kapur Electronics,07AAAAA1750B5Z2,SAC 9983,INV/2025/53933,True,0
TXN-2025-00136,2025-01-24,46163.63,Bharat Petroleum Dealer,09CCCCC2169F3Z9,HSN 4819,INV/2025/40784,True,0
TXN-2025-00137,2025-06-22,7139.5,Gupta Steel & Hardware Corp,19DDDDD4611P5Z1,HSN 7208,INV/2025/36100,True,0
TXN-2025-00138,2025-02-07,10325.28,Tata Consultancy Services Ltd,07AAAAA1409C4Z4,HSN 8471,INV/2025/42092,True,0
TXN-2025-00139,2025-05-02,25611.94,Global Enterprises,33EEEEE5803F6Z4,HSN 4819,INV/2025/19545,True,0
TXN-2025-00140,2025-04-27,4990.59,Mehta Tech Solutions LLP,27BBBBB6514A2Z7,SAC 9965,INV/2025/85454,True,0
TXN-2025-00141,2025-02-19,16026.0,Singhania Textiles Pvt Ltd,27BBBBB2654P5Z8,SAC 9965,INV/2025/60328,True,0
TXN-2025-00142,2025-05-07,38014.17,Mehta Tech Solutions LLP,27BBBBB6514A2Z7,HSN 7208,INV/2025/29342,True,0
TXN-2025-00143,2025-06-17,3692.33,Singhania Textiles Pvt Ltd,27BBBBB2654P5Z8,HSN 8471,INV/2025/23970,True,0
TXN-2025-00144,2025-04-19,15486.24,Sharma Logistics & Freight,33EEEEE1434F4Z9,HSN 7208,INV/2025/77889,True,0
TXN-2025-00145,2025-04-29,16447.13,Tata Consultancy Services Ltd,07AAAAA1409C4Z4,SAC 9983,INV/2025/42662,True,0
TXN-2025-00146,2025-02-01,24970.7,Aggarwal Auto Components,07AAAAA6881C5Z1,HSN 7208,INV/2025/70901,True,0
TXN-2025-00147,2025-06-20,4966.34,Delhi Distribution Network,19DDDDD9785A7Z2,SAC 9983,INV/2025/88047,True,0
TXN-2025-00148,2025-03-23,4645.41,Apex Packaging Solutions,09CCCCC3664C6Z4,HSN 2710,INV/2025/90301,True,0
TXN-2025-00149,2025-05-10,20283.3,Mehta Tech Solutions LLP,27BBBBB6514A2Z7,HSN 4819,INV/2025/81810,True,0
TXN-2025-00150,2025-04-25,16942.62,Chawla IT Services,27BBBBB3677P7Z5,HSN 7208,INV/2025/72216,True,0
TXN-2025-00151,2025-04-26,16324.04,Gupta Steel & Hardware Corp,19DDDDD4611P5Z1,HSN 4819,INV/2025/42406,True,0
TXN-2025-00152,2025-06-13,17626.5,Gupta Steel & Hardware Corp,19DDDDD4611P5Z1,HSN 4819,INV/2025/78327,True,0
TXN-2025-00153,2025-05-05,7754.12,Kapur Electronics,07AAAAA1750B5Z2,HSN 7208,INV/2025/45992,True,0
TXN-2025-00154,2025-04-23,16087.58,Reliance Industries Ltd,27BBBBB2679F2Z7,SAC 9965,INV/2025/47450,True,0
TXN-2025-00155,2025-03-02,16889.68,Gupta Steel & Hardware Corp,19DDDDD4611P5Z1,HSN 5208,INV/2025/51904,True,0
TXN-2025-00156,2025-05-19,7544.08,Reliance Industries Ltd,27BBBBB2679F2Z7,HSN 7208,INV/2025/29769,True,0
TXN-2025-00157,2025-03-01,59433.87,Mehta Tech Solutions LLP,27BBBBB6514A2Z7,SAC 9965,INV/2025/30028,True,0
TXN-2025-00158,2025-06-30,19517.49,Sharma Logistics & Freight,33EEEEE1434F4Z9,HSN 8471,INV/2025/64377,True,0
TXN-2025-00159,2025-04-15,5151.06,Verma Stationery Traders,27BBBBB7924C5Z3,SAC 9983,INV/2025/71069,True,0
TXN-2025-00160,2025-04-17,22589.55,Tata Consultancy Services Ltd,07AAAAA1409C4Z4,HSN 7208,INV/2025/65069,True,0
TXN-2025-00161,2025-04-10,6125.74,Chawla IT Services,27BBBBB3677P7Z5,HSN 4819,INV/2025/86556,True,0
TXN-2025-00162,2025-06-28,25076.03,Tata Consultancy Services Ltd,07AAAAA1409C4Z4,HSN 4819,INV/2025/85456,True,0
TXN-2025-00163,2025-04-08,33754.75,Aggarwal Auto Components,07AAAAA6881C5Z1,HSN 8471,INV/2025/56105,True,0
TXN-2025-00164,2025-03-18,6928.88,Apex Packaging Solutions,09CCCCC3664C6Z4,HSN 2710,INV/2025/64921,True,0
TXN-2025-00165,2025-05-18,28874.12,Singhania Textiles Pvt Ltd,27BBBBB2654P5Z8,SAC 9965,INV/2025/81582,True,0
TXN-2025-00166,2025-06-04,18587.13,Chawla IT Services,27BBBBB3677P7Z5,HSN 7208,INV/2025/73993,True,0
TXN-2025-00167,2025-02-26,25787.58,Gupta Steel & Hardware Corp,19DDDDD4611P5Z1,HSN 2710,INV/2025/73654,True,0
TXN-2025-00168,2025-01-08,60927.16,Mehta Tech Solutions LLP,27BBBBB6514A2Z7,HSN 5208,INV/2025/97670,True,0
TXN-2025-00169,2025-06-23,10978.45,Apex Packaging Solutions,09CCCCC3664C6Z4,HSN 2710,INV/2025/31632,True,0
TXN-2025-00170,2025-04-30,7310.09,Chawla IT Services,27BBBBB3677P7Z5,HSN 7208,INV/2025/91560,True,0
TXN-2025-00171,2025-05-17,6557.66,Tata Consultancy Services Ltd,07AAAAA1409C4Z4,HSN 2710,INV/2025/87580,True,0
TXN-2025-00172,2025-05-25,6955.94,Kapur Electronics,07AAAAA1750B5Z2,HSN 8471,INV/2025/21003,True,0
TXN-2025-00173,2025-06-14,1500000.0,Mehta Tech Solutions LLP,27BBBBB6514A2Z7,HSN 7208,INV/2025/70515,True,1
TXN-2025-00174,2025-02-16,17551.97,Tata Consultancy Services Ltd,07AAAAA1409C4Z4,HSN 5208,INV/2025/59689,True,0
TXN-2025-00175,2025-03-25,16669.78,Sharma Logistics & Freight,33EEEEE1434F4Z9,HSN 2710,INV/2025/52840,True,0
TXN-2025-00176,2025-03-28,25893.48,Apex Packaging Solutions,09CCCCC3664C6Z4,HSN 2710,INV/2025/46471,True,0
TXN-2025-00177,2025-04-18,13499.41,Gupta Steel & Hardware Corp,19DDDDD4611P5Z1,HSN 4819,INV/2025/20735,True,0
TXN-2025-00178,2025-05-01,42737.3,Tata Consultancy Services Ltd,07AAAAA1409C4Z4,SAC 9965,INV/2025/80702,True,0
TXN-2025-00179,2025-01-14,10810.51,Verma Stationery Traders,27BBBBB7924C5Z3,HSN 7208,INV/2025/95215,True,0
TXN-2025-00180,2025-01-18,117728.37,Apex Packaging Solutions,09CCCCC3664C6Z4,SAC 9965,INV/2025/15276,True,0
TXN-2025-00181,2025-01-08,22038.23,Sharma Logistics & Freight,33EEEEE1434F4Z9,HSN 7208,INV/2025/12671,True,0
TXN-2025-00182,2025-06-09,6729.62,Infosys Limited,07AAAAA1488A4Z4,HSN 7208,INV/2025/26544,True,0
TXN-2025-00183,2025-05-02,5671.94,Kapur Electronics,07AAAAA1750B5Z2,HSN 8471,INV/2025/83920,True,0
TXN-2025-00184,2025-02-25,19652.86,Aggarwal Auto Components,07AAAAA6881C5Z1,SAC 9965,INV/2025/43586,True,0
TXN-2025-00185,2025-04-05,11172.71,Infosys Limited,07AAAAA1488A4Z4,SAC 9983,INV/2025/89593,True,0
TXN-2025-00186,2025-01-30,23651.94,Apex Packaging Solutions,09CCCCC3664C6Z4,HSN 4819,INV/2025/31465,True,0
TXN-2025-00187,2025-03-21,500000.0,Reliance Industries Ltd,27BBBBB2679F2Z7,SAC 9983,INV/2025/13365,True,1
TXN-2025-00188,2025-03-21,12603.59,Global Enterprises,33EEEEE5803F6Z4,SAC 9965,INV/2025/59192,True,0
TXN-2025-00189,2025-04-12,6785.65,Singhania Textiles Pvt Ltd,27BBBBB2654P5Z8,HSN 7208,INV/2025/19961,True,0
TXN-2025-00190,2025-06-01,3976.36,Singhania Textiles Pvt Ltd,27BBBBB2654P5Z8,HSN 4819,INV/2025/92213,True,0
TXN-2025-00191,2025-03-04,9346.79,Reliance Industries Ltd,27BBBBB2679F2Z7,SAC 9965,INV/2025/49529,True,0
TXN-2025-00192,2025-06-25,26505.8,Global Enterprises,33EEEEE5803F6Z4,HSN 4819,INV/2025/25866,True,0
TXN-2025-00193,2025-05-25,185000.0,Apex Packaging Solutions,09CCCCC3664C6Z4,UNCLASSIFIED,INV/2025/55508,True,1
TXN-2025-00194,2025-05-17,4931.55,Mehta Tech Solutions LLP,27BBBBB6514A2Z7,SAC 9965,INV/2025/58571,True,0
TXN-2025-00195,2025-01-18,15345.0,Delhi Distribution Network,19DDDDD9785A7Z2,SAC 9965,INV/2025/54725,True,0
TXN-2025-00196,2025-01-04,18183.21,Bharat Petroleum Dealer,09CCCCC2169F3Z9,HSN 2710,INV/2025/74251,True,0
TXN-2025-00197,2025-01-28,6587.4,Mehta Tech Solutions LLP,27BBBBB6514A2Z7,HSN 5208,INV/2025/93307,True,0
TXN-2025-00198,2025-04-28,15108.01,Singhania Textiles Pvt Ltd,27BBBBB2654P5Z8,HSN 7208,INV/2025/67080,True,0
TXN-2025-00199,2025-02-15,13996.56,Singhania Textiles Pvt Ltd,27BBBBB2654P5Z8,SAC 9983,INV/2025/95256,True,0
TXN-2025-00200,2025-03-11,5354.13,Global Enterprises,33EEEEE5803F6Z4,HSN 4819,INV/2025/80539,True,0
TXN-2025-00201,2025-05-04,17787.12,Aggarwal Auto Components,07AAAAA6881C5Z1,HSN 2710,INV/2025/87656,True,0
TXN-2025-00202,2025-03-10,20923.49,Verma Stationery Traders,27BBBBB7924C5Z3,HSN 4819,INV/2025/42177,True,0
